children,age,income,comp_risk,marital_d,marital_m,marital_nm,marital_s,marital_w,gender_f,gender_m,gender_nb
0.41727700165848475,0.7504928082171181,0.10589154385065931,1,1,0,0,0,0,1,0,0
-0.9693324411588105,0.31439360598355715,0.6756024712938576,2,1,0,0,0,0,0,1,0
-0.5071292935530454,1.1381365435358388,-0.6725170350045231,2,0,0,0,0,1,1,0,0
-0.5071292935530454,-1.720736004439727,-0.7549862682237748,2,0,0,1,0,0,0,1,0
0.41727700165848475,-0.41243839773904434,-1.0522892565171573,2,1,0,0,0,0,1,0,0
0.8794801492642498,-1.2846368022061663,-0.8396644987613994,1,1,0,0,0,0,0,1,0
-0.5071292935530454,1.71960214651392,-1.0871072618686526,3,0,0,0,1,0,1,0,0
-0.9693324411588105,-1.139270401461646,0.5248997653515345,2,0,0,0,0,1,1,0,0
-0.5071292935530454,1.6226912126842399,-0.3207955730902738,2,0,1,0,0,0,0,1,0
-0.5071292935530454,-1.3330922691210063,1.8168125621046514,2,0,0,1,0,0,0,1,0
-0.044926145947280345,-1.3330922691210063,0.8789704783821486,1,0,0,0,0,1,0,1,0
-0.9693324411588105,-0.9939040007171256,0.5916956366451886,2,1,0,0,0,0,0,1,0
0.8794801492642498,0.12057173832419674,-0.9114744433332649,2,0,0,1,0,0,0,1,0
-0.5071292935530454,-1.4784586698655267,-1.0069872797657655,1,0,0,0,0,1,1,0,0
-0.5071292935530454,0.5082154736429175,-0.03166236852992088,2,1,0,0,0,0,0,1,0
-0.9693324411588105,0.5566709405577577,0.6115064856115481,1,0,0,1,0,0,1,0,0
-0.9693324411588105,0.31439360598355715,-0.7464658499957654,3,0,0,0,0,1,1,0,0
2.266089592081545,-0.12170559625000377,0.9335642692505053,3,0,0,0,1,0,1,0,0
-0.9693324411588105,0.6051264074725977,0.47742385473126797,2,1,0,0,0,0,1,0,0
-0.5071292935530454,-1.236181335291326,-0.5604191869594772,2,0,0,1,0,0,0,1,0
-0.9693324411588105,-1.187725868376486,-0.793906697166534,2,0,0,0,0,1,0,0,1
3.1904958872930753,0.5082154736429175,-0.20606796633287933,1,0,0,0,0,1,1,0,0
-0.5071292935530454,1.2835029442803592,-0.9717835764697925,2,0,0,0,0,1,0,1,0
-0.5071292935530454,0.8474037420467982,-0.8783044201081747,1,0,0,1,0,0,0,1,0
0.8794801492642498,-0.41243839773904434,-1.0485725308703713,1,0,0,0,0,1,0,1,0
-0.044926145947280345,-1.3330922691210063,-0.2605215034032441,1,1,0,0,0,0,1,0,0
-0.9693324411588105,0.7020373413022779,0.710280222847361,2,0,0,0,1,0,0,1,0
0.41727700165848475,1.0412256097061587,-0.03895556602550097,3,1,0,0,0,0,1,0,0
-0.5071292935530454,-0.6062602653984047,0.18341683069069573,2,0,0,1,0,0,1,0,0
-0.9693324411588105,1.71960214651392,0.7992361942237394,2,0,0,1,0,0,1,0,0
2.7282927396873102,1.2350474773655191,-0.9174702931974197,3,0,0,0,1,0,0,1,0
3.6526990348988404,0.7989482751319581,-0.9731510510002138,2,0,1,0,0,0,1,0,0
0.8794801492642498,0.07211627140935664,-1.1444710652473498,3,0,1,0,0,0,1,0,0
-0.9693324411588105,-0.6547157323132449,-0.3415881986425766,3,1,0,0,0,0,0,1,0
-0.044926145947280345,1.1381365435358388,-0.3384324881877583,2,0,0,1,0,0,1,0,0
-0.9693324411588105,-0.703171199228085,-0.8899805487910024,1,0,0,1,0,0,0,1,0
-0.9693324411588105,0.9443146758764784,-0.4270027616196588,1,0,0,0,0,1,0,1,0
1.8038864444757798,-0.12170559625000377,-0.8747630117088786,3,0,0,0,0,1,0,1,0
-0.5071292935530454,1.0412256097061587,0.35747179399867435,3,1,0,0,0,0,1,0,0
0.41727700165848475,-1.672280537524887,-1.2577260071258292,2,0,0,0,1,0,0,1,0
0.41727700165848475,0.45976000672807743,-0.32822902438384577,2,0,1,0,0,0,1,0,0
0.41727700165848475,-1.672280537524887,0.5440794722269302,2,0,0,1,0,0,0,1,0
0.41727700165848475,-0.12170559625000377,-0.122757210325676,2,0,0,0,1,0,0,1,0
-0.5071292935530454,0.6535818743874379,-0.40575431122388217,2,0,0,0,1,0,0,1,0
-0.044926145947280345,-0.4608938646538845,-0.9284100894407897,1,1,0,0,0,0,1,0,0
2.7282927396873102,1.2350474773655191,0.9286904497702859,1,1,0,0,0,0,1,0,0
0.8794801492642498,0.9927701427913186,1.0939795507037693,3,0,0,0,0,1,0,1,0
-0.9693324411588105,-1.4300032029506864,-0.9851778141780213,1,0,0,0,1,0,0,1,0
-0.9693324411588105,0.7989482751319581,4.838054688098201,2,1,0,0,0,0,0,1,0
2.7282927396873102,1.0896810766209988,0.7952740244304675,2,0,0,1,0,0,0,1,0
-0.5071292935530454,-1.139270401461646,-0.7420829188085177,2,0,0,0,0,1,1,0,0
-0.044926145947280345,0.31439360598355715,0.48401578323688843,2,0,0,1,0,0,1,0,0
-0.5071292935530454,0.7504928082171181,1.2859870001547142,3,0,0,0,1,0,0,1,0
-0.9693324411588105,1.0412256097061587,-0.8811094960680131,2,1,0,0,0,0,0,1,0
-0.9693324411588105,-1.139270401461646,0.40905012821020464,1,0,0,0,1,0,0,1,0
3.6526990348988404,-0.9939040007171256,3.102028240003654,2,0,0,1,0,0,0,1,0
-0.5071292935530454,1.2350474773655191,-0.06998671883121432,1,0,0,0,1,0,0,1,0
0.8794801492642498,-0.07325012933516366,-0.4776343826947436,2,1,0,0,0,0,1,0,0
-0.9693324411588105,-1.187725868376486,-0.9811805809352515,2,0,1,0,0,0,1,0,0
-0.9693324411588105,1.67114667959908,0.36714930606011714,2,0,0,1,0,0,1,0,0
3.6526990348988404,1.2835029442803592,-1.0801997623175503,3,1,0,0,0,0,0,1,0
-0.044926145947280345,-1.139270401461646,-0.8164174317442379,2,0,1,0,0,0,0,1,0
-0.9693324411588105,-0.07325012933516366,2.2475670391873503,2,1,0,0,0,0,0,1,0
2.7282927396873102,0.41130453981323734,-0.9029540251052555,1,0,0,0,1,0,1,0,0
-0.044926145947280345,-1.4300032029506864,2.2264237791400676,1,0,0,0,1,0,1,0,0
-0.044926145947280345,-1.4784586698655267,3.197506012986657,2,0,1,0,0,0,1,0,0
-0.044926145947280345,0.6051264074725977,-0.40694646850681354,2,0,0,0,0,1,1,0,0
0.8794801492642498,0.6051264074725977,-0.41118914589606925,2,1,0,0,0,0,1,0,0
-0.9693324411588105,1.6226912126842399,1.4520825604266512,2,0,0,0,1,0,0,1,0
-0.5071292935530454,0.9443146758764784,0.5476559440757243,2,0,0,0,1,0,0,1,0
-0.5071292935530454,-0.07325012933516366,-0.27065484030816067,2,0,0,1,0,0,0,1,0
2.266089592081545,1.0896810766209988,-0.892470053705359,2,1,0,0,0,0,1,0,0
-0.5071292935530454,-1.139270401461646,-0.9213272726421976,1,0,1,0,0,0,1,0,0
0.41727700165848475,-1.672280537524887,1.3935265997650226,2,0,0,0,0,1,0,1,0
-0.9693324411588105,-0.26707199699452405,0.25284246069669847,1,0,1,0,0,0,0,1,0
2.266089592081545,0.7504928082171181,0.5113302103958158,3,1,0,0,0,0,1,0,0
-0.5071292935530454,-0.4608938646538845,-0.3639236159727906,2,1,0,0,0,0,1,0,0
0.8794801492642498,1.71960214651392,0.8057229323808659,1,0,1,0,0,0,0,1,0
-0.9693324411588105,-0.21861653007968396,-1.347207930244677,2,0,0,0,1,0,1,0,0
-0.9693324411588105,-0.8485375999726052,-0.6424676587847532,2,0,0,0,1,0,1,0,0
-0.5071292935530454,0.8474037420467982,2.1892915861217057,2,0,1,0,0,0,1,0,0
2.7282927396873102,-1.187725868376486,-0.7977987400608099,1,0,0,0,0,1,1,0,0
-0.044926145947280345,-0.703171199228085,-0.08022524608462483,2,0,0,0,0,1,0,1,0
-0.5071292935530454,0.41130453981323734,1.428099160970032,3,0,0,0,0,1,0,1,0
-0.9693324411588105,-1.720736004439727,-0.09572329076273252,3,0,1,0,0,0,1,0,0
-0.5071292935530454,0.7504928082171181,0.24186760100383037,1,0,0,0,1,0,1,0,0
-0.9693324411588105,0.5082154736429175,-1.2659659177578546,2,0,1,0,0,0,1,0,0
-0.9693324411588105,-0.12170559625000377,-0.33440019149549044,1,0,1,0,0,0,1,0,0
-0.044926145947280345,-1.5753696036952067,0.7082465427764781,1,0,0,0,1,0,1,0,0
-0.044926145947280345,0.36284907289839724,-0.4287909975440558,2,0,1,0,0,0,1,0,0
-0.5071292935530454,1.4288693450248795,0.5546335705258225,2,0,0,0,1,0,0,1,0
-0.9693324411588105,1.2350474773655191,0.02748967077317338,3,0,0,1,0,0,0,1,0
0.41727700165848475,1.0896810766209988,0.5088056420319611,1,0,1,0,0,0,1,0,0
0.8794801492642498,0.6535818743874379,0.021493820909018597,3,0,1,0,0,0,0,1,0
3.6526990348988404,0.45976000672807743,3.712798466808988,2,0,0,1,0,0,1,0,0
-0.9693324411588105,-0.9939040007171256,0.04053327398642238,2,0,0,0,0,1,1,0,0
-0.5071292935530454,0.21748267215387693,-0.8805835443255434,2,0,0,0,0,1,0,1,0
-0.5071292935530454,0.8958592089616383,1.066559933196348,1,0,1,0,0,0,0,1,0
-0.9693324411588105,0.5082154736429175,-0.806704856233297,2,0,0,0,1,0,1,0,0
-0.044926145947280345,0.45976000672807743,0.37531908979314677,2,0,0,0,0,1,1,0,0
0.8794801492642498,-1.2846368022061663,-0.6058263540593628,2,0,0,0,1,0,0,1,0
-0.044926145947280345,0.7989482751319581,-1.3279931599197834,2,1,0,0,0,0,0,1,0
-0.044926145947280345,0.36284907289839724,-0.8564598910709323,1,0,1,0,0,0,0,1,0
-0.044926145947280345,1.1381365435358388,-0.20452517455496813,2,0,0,1,0,0,0,1,0
2.266089592081545,-1.0423594676319656,-0.8008843236166322,2,1,0,0,0,0,0,1,0
-0.044926145947280345,-1.720736004439727,1.2305516864984059,2,1,0,0,0,0,0,1,0
-0.044926145947280345,0.16902720523903683,0.3408166554871333,3,0,1,0,0,0,1,0,0
-0.9693324411588105,1.5742357457693998,-0.7756737034275837,2,0,0,0,1,0,1,0,0
0.41727700165848475,0.023660804494516536,0.40319453214404183,1,0,0,0,0,1,1,0,0
0.8794801492642498,-0.4608938646538845,0.8200288197760421,2,0,0,0,1,0,1,0,0
-0.9693324411588105,-1.672280537524887,-0.853479497863604,1,1,0,0,0,0,0,1,0
0.8794801492642498,-0.07325012933516366,-0.7842291851050911,2,1,0,0,0,0,1,0,0
-0.5071292935530454,0.07211627140935664,-0.4916597624939361,3,0,1,0,0,0,1,0,0
1.8038864444757798,0.9927701427913186,-0.11037981265288865,1,0,1,0,0,0,1,0,0
0.41727700165848475,1.3319584111951992,2.1428325155368806,2,0,0,0,1,0,1,0,0
-0.5071292935530454,0.8474037420467982,-0.051227773349794385,3,0,0,1,0,0,0,1,0
-0.5071292935530454,1.4288693450248795,-0.9119302681767386,2,0,1,0,0,0,0,1,0
-0.5071292935530454,-1.672280537524887,0.042742271304795194,3,0,0,0,0,1,0,1,0
-0.5071292935530454,-0.5578047984835647,1.1154033183470358,2,0,0,1,0,0,1,0,0
-0.044926145947280345,0.7020373413022779,-0.443377392535216,1,0,0,0,0,1,1,0,0
-0.5071292935530454,1.1865920104506789,-0.665258900958441,2,0,0,0,1,0,0,0,1
-0.9693324411588105,-1.0423594676319656,-1.0595473905632393,2,0,0,0,0,1,1,0,0
0.41727700165848475,0.21748267215387693,0.07412405860548836,2,0,0,1,0,0,1,0,0
2.7282927396873102,-0.4608938646538845,2.376881040935905,2,1,0,0,0,0,0,1,0
-0.9693324411588105,-0.8969930668874454,-0.6504971887197909,1,0,0,0,0,1,0,1,0
-0.5071292935530454,-0.4608938646538845,-0.9898061895117548,1,0,0,0,0,1,1,0,0
-0.5071292935530454,0.8474037420467982,-0.3854175105150531,2,0,0,0,0,1,0,1,0
-0.9693324411588105,-0.26707199699452405,-0.14249793239303943,2,0,0,1,0,0,0,1,0
2.7282927396873102,-0.9454485338022854,0.18951787090334446,3,0,0,1,0,0,1,0,0
-0.044926145947280345,0.9927701427913186,-0.11230830237527761,3,0,1,0,0,0,1,0,0
-0.5071292935530454,-0.024794662420323563,-0.4343660860142348,3,1,0,0,0,0,1,0,0
-0.5071292935530454,-0.26707199699452405,1.1577950287900949,2,0,0,0,0,1,1,0,0
-0.5071292935530454,-1.6238250706100468,-0.5424667008165108,3,0,0,1,0,0,1,0,0
0.41727700165848475,-0.6062602653984047,-0.5521792763274517,3,0,0,1,0,0,0,1,0
1.341683296870015,-0.21861653007968396,0.8029529198705253,3,1,0,0,0,0,1,0,0
-0.5071292935530454,-0.5578047984835647,0.35806787264014,1,0,0,0,0,1,1,0,0
-0.9693324411588105,-0.9939040007171256,-0.8188368097595986,3,0,0,0,0,1,1,0,0
2.7282927396873102,1.6226912126842399,-0.7982545649042836,2,0,1,0,0,0,0,1,0
0.8794801492642498,-0.26707199699452405,-1.166631165330074,2,1,0,0,0,0,1,0,0
0.41727700165848475,-0.6062602653984047,-0.6368575068650761,2,0,0,0,1,0,0,1,0
-0.9693324411588105,-1.4300032029506864,-1.0791478588326109,2,0,0,0,1,0,1,0,0
-0.9693324411588105,0.6535818743874379,-1.2395982037353728,3,1,0,0,0,0,0,1,0
-0.9693324411588105,-1.139270401461646,-0.24565460081610008,3,0,0,1,0,0,1,0,0
-0.5071292935530454,-0.024794662420323563,0.14288348307102947,2,0,1,0,0,0,0,1,0
-0.5071292935530454,0.41130453981323734,-0.9138938213486255,2,0,0,0,1,0,1,0,0
0.8794801492642498,-1.2846368022061663,-0.3867148581464784,3,0,1,0,0,0,0,1,0
-0.5071292935530454,1.6226912126842399,0.4185172595746596,3,1,0,0,0,0,0,1,0
0.41727700165848475,0.45976000672807743,-0.26672773396438676,3,0,0,0,0,1,0,0,1
-0.5071292935530454,1.5742357457693998,-0.8538301323585837,2,1,0,0,0,0,1,0,0
0.41727700165848475,-0.6547157323132449,0.4665541853868938,3,1,0,0,0,0,1,0,0
-0.044926145947280345,0.41130453981323734,-0.38268256145421053,1,0,1,0,0,0,1,0,0
-0.9693324411588105,-1.2846368022061663,-0.34334137111747565,3,0,0,0,1,0,0,1,0
2.7282927396873102,0.5566709405577577,-1.3366187684962867,2,0,0,0,0,1,0,1,0
-0.5071292935530454,0.21748267215387693,-0.232786314850341,3,0,1,0,0,0,0,1,0
-0.9693324411588105,0.12057173832419674,-1.1561121304806796,1,0,0,0,0,1,0,1,0
-0.044926145947280345,-1.720736004439727,1.2429992110701893,2,0,0,1,0,0,0,1,0
0.41727700165848475,-1.3330922691210063,-0.10252559996534087,1,0,0,0,0,1,1,0,0
-0.9693324411588105,1.2350474773655191,2.0831545244913166,1,0,0,0,0,1,0,1,0
-0.9693324411588105,-1.5753696036952067,1.8230889195647901,3,0,0,1,0,0,1,0,0
0.8794801492642498,-1.4784586698655267,0.03313488614234835,2,0,0,1,0,0,1,0,0
-0.5071292935530454,0.6535818743874379,0.5341565160190016,2,0,0,0,1,0,1,0,0
-0.5071292935530454,0.26593813906871705,0.22268789412843465,2,1,0,0,0,0,0,0,1
-0.9693324411588105,0.023660804494516536,-1.4058690812547996,2,0,1,0,0,0,0,1,0
3.1904958872930753,-0.6547157323132449,-0.9725199089092501,2,0,0,1,0,0,0,1,0
-0.5071292935530454,1.1865920104506789,0.13744864839884238,2,0,1,0,0,0,1,0,0
-0.9693324411588105,0.26593813906871705,-0.9012709795293523,3,0,0,0,1,0,0,1,0
-0.5071292935530454,-1.4784586698655267,-0.04477609864216585,1,1,0,0,0,0,1,0,0
-0.5071292935530454,-0.26707199699452405,0.20238615686910355,2,0,1,0,0,0,0,1,0
-0.5071292935530454,1.5742357457693998,1.2708045265220884,2,0,0,0,1,0,1,0,0
-0.5071292935530454,0.31439360598355715,0.915401402410551,1,0,1,0,0,0,0,1,0
-0.9693324411588105,-0.41243839773904434,1.7804167015257468,3,0,0,1,0,0,0,1,0
-0.5071292935530454,-0.31552746390936415,-0.6165207061562471,3,0,1,0,0,0,1,0,0
-0.9693324411588105,-1.0423594676319656,-0.3648002022102402,1,0,1,0,0,0,0,0,1
